F10.7,SSN,Datetime,Kp,Ap
68.8,0,1985-11-02,5.667,67.0
68.0,0,1985-11-03,3.0,15.0
67.6,0,1985-11-04,2.333,9.0
68.5,18,1985-11-05,4.0,27.0
70.0,21,1985-11-06,1.667,6.0
71.8,21,1985-11-07,2.0,7.0
73.7,20,1985-11-08,2.333,9.0
72.9,27,1985-11-09,2.0,7.0
72.5,16,1985-11-10,5.0,48.0
74.7,19,1985-11-11,2.0,7.0
74.7,21,1985-11-12,2.0,7.0
74.3,33,1985-11-13,4.333,32.0
76.8,48,1985-11-14,3.667,22.0
76.77860843681404,53,1985-11-15,3.0,15.0
78.8,43,1985-11-16,2.667,12.0
77.4,47,1985-11-17,2.333,9.0
77.3,41,1985-11-18,3.667,22.0
75.7,33,1985-11-19,1.333,5.0
75.7,31,1985-11-20,1.667,6.0
73.7,20,1985-11-21,2.0,7.0
73.1,13,1985-11-22,0.333,2.0
72.8,11,1985-11-23,1.333,5.0
71.9,0,1985-11-24,1.667,6.0
70.3,0,1985-11-25,1.0,4.0
69.5,0,1985-11-26,1.333,5.0
69.8,0,1985-11-27,2.333,9.0
69.0,0,1985-11-28,1.333,5.0
69.1,0,1985-11-29,6.667,111.0
68.8,0,1985-11-30,2.333,9.0
67.8,0,1985-12-01,3.667,22.0
68.4,15,1985-12-02,2.333,9.0
68.5,12,1985-12-03,1.333,5.0
68.3,0,1985-12-04,2.667,12.0
69.7,16,1985-12-05,1.333,5.0
71.1,24,1985-12-06,1.333,5.0
71.9,14,1985-12-07,0.667,3.0
73.1,11,1985-12-08,0.333,2.0
75.2,15,1985-12-09,1.667,6.0
75.5,14,1985-12-10,2.667,12.0
76.6,16,1985-12-11,2.667,12.0
77.3,17,1985-12-12,3.333,18.0
75.6,16,1985-12-13,4.0,27.0
76.3,27,1985-12-14,3.667,22.0
77.77003980471085,43,1985-12-15,2.667,12.0
78.19779658040397,60,1985-12-16,2.333,9.0
78.3811473298021,58,1985-12-17,1.0,4.0
78.4,48,1985-12-18,2.0,7.0
77.5,37,1985-12-19,4.0,27.0
75.4,22,1985-12-20,1.0,4.0
75.1,16,1985-12-21,1.0,4.0
73.4,10,1985-12-22,0.667,3.0
71.2,0,1985-12-23,2.333,9.0
69.9,0,1985-12-24,0.0,0.0
67.3,0,1985-12-25,3.667,22.0
66.3,0,1985-12-26,0.667,3.0
66.2,0,1985-12-27,3.667,22.0
66.2,0,1985-12-28,2.667,12.0
66.0,0,1985-12-29,2.0,7.0
66.3,0,1985-12-30,4.333,32.0
66.6,0,1985-12-31,3.0,15.0
67.0,0,1986-01-01,4.0,27.0
67.6,0,1986-01-02,2.0,7.0
68.4,0,1986-01-03,1.667,6.0
69.5,0,1986-01-04,1.333,5.0
70.7,0,1986-01-05,1.0,4.0
72.2,0,1986-01-06,6.333,94.0
71.6,0,1986-01-07,3.667,22.0
71.2,0,1986-01-08,1.667,6.0
72.7,0,1986-01-09,4.333,32.0
72.2,0,1986-01-10,0.333,2.0
72.0,0,1986-01-11,0.667,3.0
71.2,0,1986-01-12,1.333,5.0
74.3,14,1986-01-13,0.667,3.0
76.4,17,1986-01-14,0.667,3.0
75.2,14,1986-01-15,0.333,2.0
75.5,11,1986-01-16,0.333,2.0
74.4,0,1986-01-17,3.0,15.0
73.1,0,1986-01-18,1.333,5.0
70.2,0,1986-01-19,1.667,6.0
69.2,0,1986-01-20,4.0,27.0
67.9,0,1986-01-21,4.333,32.0
67.3,0,1986-01-22,2.667,12.0
66.9,0,1986-01-23,3.667,22.0
66.9,0,1986-01-24,2.667,12.0
68.0,0,1986-01-25,4.667,39.0
67.8,8,1986-01-26,1.667,6.0
67.2,0,1986-01-27,4.667,39.0
70.0,0,1986-01-28,4.0,27.0
71.2,0,1986-01-29,4.333,32.0
73.8,11,1986-01-30,2.333,9.0
76.6,11,1986-01-31,0.667,3.0
81.8,22,1986-02-01,1.667,6.0
86.5,40,1986-02-02,0.667,3.0
96.1,63,1986-02-03,2.333,9.0
97.8,66,1986-02-04,0.333,2.0
99.9,64,1986-02-05,3.0,15.0
99.1,56,1986-02-06,4.0,27.0
96.7,63,1986-02-07,7.667,179.0
94.3,65,1986-02-08,8.667,300.0
92.6,56,1986-02-09,4.0,27.0
93.4,42,1986-02-10,3.333,18.0
95.1,44,1986-02-11,4.333,32.0
88.5,30,1986-02-12,2.667,12.0
86.4,26,1986-02-13,4.333,32.0
86.2,19,1986-02-14,3.667,22.0
79.6,13,1986-02-15,0.667,3.0
71.2,0,1986-02-16,3.0,15.0
68.4,0,1986-02-17,4.0,27.0
68.7,0,1986-02-18,4.333,32.0
68.1,0,1986-02-19,1.667,6.0
68.1,12,1986-02-20,3.0,15.0
66.0,12,1986-02-21,5.333,56.0
67.7,12,1986-02-22,4.0,27.0
67.8,12,1986-02-23,3.667,22.0
68.7,10,1986-02-24,4.0,27.0
70.1,13,1986-02-25,3.667,22.0
72.1,11,1986-02-26,4.0,27.0
75.2,18,1986-02-27,3.333,18.0
77.0,12,1986-02-28,3.333,18.0
84.1,15,1986-03-01,2.333,9.0
89.1,30,1986-03-02,2.0,7.0
91.1,31,1986-03-03,4.667,39.0
91.4,29,1986-03-04,2.0,7.0
90.5,30,1986-03-05,3.0,15.0
89.7,30,1986-03-06,5.667,67.0
87.6,35,1986-03-07,5.0,48.0
85.1,27,1986-03-08,2.667,12.0
84.3,20,1986-03-09,0.333,2.0
81.6,18,1986-03-10,0.333,2.0
79.3,17,1986-03-11,1.333,5.0
76.8,12,1986-03-12,2.333,9.0
74.3,7,1986-03-13,3.333,18.0
71.9,0,1986-03-14,1.667,6.0
69.7,9,1986-03-15,3.0,15.0
68.9,0,1986-03-16,1.0,4.0
68.9,0,1986-03-17,1.0,4.0
68.9,0,1986-03-18,1.667,6.0
68.8,0,1986-03-19,1.333,5.0
68.4,11,1986-03-20,0.667,3.0
68.5,12,1986-03-21,4.0,27.0
69.1,9,1986-03-22,3.333,18.0
69.8,14,1986-03-23,2.667,12.0
69.5,13,1986-03-24,2.333,9.0
69.5,9,1986-03-25,4.667,39.0
70.8,9,1986-03-26,3.0,15.0
70.2,10,1986-03-27,1.0,4.0
70.4,12,1986-03-28,2.333,9.0
71.5,10,1986-03-29,1.0,4.0
71.4,10,1986-03-30,2.0,7.0
71.5,0,1986-03-31,1.667,6.0
71.8,11,1986-04-01,1.0,4.0
70.7,12,1986-04-02,1.667,6.0
70.9,12,1986-04-03,1.667,6.0
71.6,0,1986-04-04,1.667,6.0
71.9,0,1986-04-05,3.333,18.0
71.9,0,1986-04-06,2.0,7.0
72.0,0,1986-04-07,1.333,5.0
71.8,11,1986-04-08,2.0,7.0
72.0,0,1986-04-09,3.0,15.0
72.5,11,1986-04-10,0.0,0.0
72.3,16,1986-04-11,2.667,12.0
73.1,17,1986-04-12,2.333,9.0
74.2,16,1986-04-13,1.667,6.0
76.0,31,1986-04-14,1.333,5.0
76.0,30,1986-04-15,1.667,6.0
75.9,25,1986-04-16,1.333,5.0
75.3,16,1986-04-17,2.0,7.0
74.3,18,1986-04-18,2.333,9.0
74.9,16,1986-04-19,1.667,6.0
75.0,19,1986-04-20,2.0,7.0
74.2,27,1986-04-21,2.0,7.0
75.1,24,1986-04-22,2.333,9.0
75.7339728049057,51,1986-04-23,3.0,15.0
76.6734778277371,70,1986-04-24,1.667,6.0
77.63581825898783,52,1986-04-25,1.0,4.0
78.41834108996468,52,1986-04-26,1.333,5.0
78.81839331197463,40,1986-04-27,1.667,6.0
80.1,28,1986-04-28,0.667,3.0
77.0,34,1986-04-29,0.667,3.0
74.7,33,1986-04-30,0.667,3.0
72.5,18,1986-05-01,1.333,5.0
74.3,31,1986-05-02,6.667,111.0
73.8,18,1986-05-03,1.667,6.0
71.6,14,1986-05-04,3.667,22.0
70.7,12,1986-05-05,5.333,56.0
69.8,0,1986-05-06,6.333,94.0
69.9,0,1986-05-07,1.667,6.0
69.5,0,1986-05-08,1.667,6.0
69.8,0,1986-05-09,1.667,6.0
70.9,0,1986-05-10,0.667,3.0
71.4,0,1986-05-11,2.0,7.0
70.8,0,1986-05-12,1.333,5.0
71.7,0,1986-05-13,2.0,7.0
71.6,0,1986-05-14,1.0,4.0
72.7,12,1986-05-15,1.667,6.0
74.2,14,1986-05-16,3.0,15.0
75.3,15,1986-05-17,1.667,6.0
78.7,26,1986-05-18,2.0,7.0
78.7,32,1986-05-19,2.333,9.0
79.6,32,1986-05-20,1.667,6.0
79.2,35,1986-05-21,1.0,4.0
79.2,32,1986-05-22,1.333,5.0
78.7,28,1986-05-23,2.0,7.0
79.5,28,1986-05-24,1.667,6.0
81.1,26,1986-05-25,1.667,6.0
77.1,33,1986-05-26,1.0,4.0
74.6,22,1986-05-27,3.0,15.0
74.3,21,1986-05-28,0.667,3.0
74.3,22,1986-05-29,2.0,7.0
72.5,15,1986-05-30,3.333,18.0
73.2,14,1986-05-31,3.333,18.0
71.1,4,1986-06-01,4.0,27.0
69.8,0,1986-06-02,2.333,9.0
69.9,0,1986-06-03,2.667,12.0
69.3,0,1986-06-04,1.0,4.0
69.3,0,1986-06-05,1.667,6.0
69.8,0,1986-06-06,1.0,4.0
70.1,0,1986-06-07,3.333,18.0
70.3,5,1986-06-08,2.333,9.0
71.1,0,1986-06-09,2.0,7.0
70.3,4,1986-06-10,2.333,9.0
70.1,0,1986-06-11,1.333,5.0
70.5,0,1986-06-12,2.333,9.0
70.4,0,1986-06-13,1.667,6.0
70.17776685188655,0,1986-06-14,1.667,6.0
71.3,0,1986-06-15,0.667,3.0
70.7,0,1986-06-16,2.0,7.0
69.8,0,1986-06-17,1.667,6.0
69.9,0,1986-06-18,0.667,3.0
69.6,0,1986-06-19,2.667,12.0
69.6,0,1986-06-20,2.0,7.0
69.2,0,1986-06-21,0.333,2.0
69.7,0,1986-06-22,2.333,9.0
69.6,0,1986-06-23,0.333,2.0
68.4,0,1986-06-24,0.333,2.0
68.5,4,1986-06-25,1.0,4.0
68.2,0,1986-06-26,2.0,7.0
68.5,0,1986-06-27,5.0,48.0
68.3,0,1986-06-28,2.667,12.0
68.3,0,1986-06-29,3.667,22.0
68.3,0,1986-06-30,2.667,12.0
68.8,0,1986-07-01,1.667,6.0
68.6,0,1986-07-02,3.333,18.0
68.8,11,1986-07-03,2.0,7.0
69.3,14,1986-07-04,2.333,9.0
71.1,18,1986-07-05,3.0,15.0
73.9,29,1986-07-06,0.667,3.0
72.1,29,1986-07-07,1.667,6.0
71.5,29,1986-07-08,2.0,7.0
72.5,17,1986-07-09,1.333,5.0
74.9,36,1986-07-10,1.0,4.0
74.6,39,1986-07-11,0.333,2.0
73.6,36,1986-07-12,2.333,9.0
74.2,25,1986-07-13,1.0,4.0
74.6,16,1986-07-14,1.0,4.0
74.0,28,1986-07-15,1.333,5.0
74.4,26,1986-07-16,2.333,9.0
74.9,28,1986-07-17,2.0,7.0
74.6,14,1986-07-18,1.667,6.0
73.3,13,1986-07-19,1.333,5.0
73.2,18,1986-07-20,1.667,6.0
72.6,21,1986-07-21,2.333,9.0
73.2,22,1986-07-22,1.0,4.0
71.6,14,1986-07-23,1.0,4.0
71.2,0,1986-07-24,6.0,80.0
70.9,0,1986-07-25,5.667,67.0
71.1,0,1986-07-26,3.0,15.0
71.6,12,1986-07-27,3.333,18.0
72.5,13,1986-07-28,2.0,7.0
74.0,17,1986-07-29,3.333,18.0
73.6,19,1986-07-30,2.667,12.0
72.6,17,1986-07-31,2.333,9.0
72.8,16,1986-08-01,2.0,7.0
72.3,15,1986-08-02,1.333,5.0
72.9,15,1986-08-03,4.0,27.0
71.6,15,1986-08-04,2.667,12.0
71.7,15,1986-08-05,3.333,18.0
72.1,13,1986-08-06,1.0,4.0
71.9,11,1986-08-07,2.333,9.0
71.3,12,1986-08-08,1.0,4.0
71.3,11,1986-08-09,3.0,15.0
70.5,0,1986-08-10,1.333,5.0
68.6,0,1986-08-11,0.667,3.0
68.4,0,1986-08-12,2.333,9.0
67.9,0,1986-08-13,1.333,5.0
68.2,0,1986-08-14,2.0,7.0
69.4,0,1986-08-15,1.667,6.0
69.4,12,1986-08-16,1.333,5.0
68.9,11,1986-08-17,0.667,3.0
69.0,0,1986-08-18,0.0,0.0
69.3,0,1986-08-19,1.667,6.0
68.9683095613491,15,1986-08-20,3.667,22.0
69.07925551835388,16,1986-08-21,4.0,27.0
70.1,16,1986-08-22,4.0,27.0
69.6,18,1986-08-23,3.333,18.0
69.1,12,1986-08-24,4.333,32.0
69.3,12,1986-08-25,2.667,12.0
69.9,12,1986-08-26,1.667,6.0
69.1,12,1986-08-27,2.667,12.0
68.9,12,1986-08-28,2.333,9.0
68.8,12,1986-08-29,4.0,27.0
69.3,12,1986-08-30,5.0,48.0
69.6,12,1986-08-31,3.0,15.0
69.9,12,1986-09-01,2.667,12.0
69.2,12,1986-09-02,1.333,5.0
69.3,11,1986-09-03,3.0,15.0
69.3,11,1986-09-04,2.333,9.0
69.6,0,1986-09-05,3.333,18.0
69.5,15,1986-09-06,1.333,5.0
70.0,17,1986-09-07,1.0,4.0
69.4,16,1986-09-08,2.333,9.0
69.4,13,1986-09-09,0.667,3.0
69.2,11,1986-09-10,1.333,5.0
68.8,11,1986-09-11,5.667,67.0
68.8,0,1986-09-12,4.667,39.0
68.9,0,1986-09-13,4.667,39.0
69.9,0,1986-09-14,2.667,12.0
68.73468235526755,0,1986-09-15,2.0,7.0
68.71457890872792,0,1986-09-16,3.0,15.0
68.70944880265266,0,1986-09-17,4.0,27.0
68.8,0,1986-09-18,3.0,15.0
68.7,0,1986-09-19,2.667,12.0
68.7,0,1986-09-20,5.0,48.0
68.8,0,1986-09-21,0.667,3.0
68.3,0,1986-09-22,2.0,7.0
68.7,0,1986-09-23,5.333,56.0
68.8,0,1986-09-24,4.0,27.0
69.5,0,1986-09-25,5.333,56.0
68.5,0,1986-09-26,2.0,7.0
68.9,0,1986-09-27,4.0,27.0
70.3,0,1986-09-28,4.333,32.0
71.5,11,1986-09-29,3.667,22.0
71.6,12,1986-09-30,0.333,2.0
71.3,14,1986-10-01,2.0,7.0
71.6,16,1986-10-02,3.333,18.0
72.1,26,1986-10-03,3.0,15.0
70.7,27,1986-10-04,1.667,6.0
71.1,27,1986-10-05,2.333,9.0
72.4,25,1986-10-06,2.0,7.0
74.3,31,1986-10-07,1.667,6.0
74.9,23,1986-10-08,1.0,4.0
74.6,36,1986-10-09,2.333,9.0
73.3,33,1986-10-10,1.667,6.0
73.2,26,1986-10-11,1.0,4.0
75.3,30,1986-10-12,0.333,2.0
75.1,25,1986-10-13,5.0,48.0
75.0,0,1986-10-14,3.333,18.0
71.8,0,1986-10-15,2.333,9.0
79.2,12,1986-10-16,1.667,6.0
82.6,18,1986-10-17,2.667,12.0
86.3,25,1986-10-18,3.333,18.0
88.6,35,1986-10-19,2.667,12.0
92.2,44,1986-10-20,3.0,15.0
91.4,53,1986-10-21,2.333,9.0
94.5,65,1986-10-22,0.333,2.0
97.9,81,1986-10-23,1.333,5.0
97.3,86,1986-10-24,1.0,4.0
94.4,77,1986-10-25,2.667,12.0
94.2,68,1986-10-26,1.667,6.0
94.3,74,1986-10-27,2.667,12.0
93.6,69,1986-10-28,3.333,18.0
91.4,71,1986-10-29,4.0,27.0
89.8,70,1986-10-30,4.0,27.0
89.3,57,1986-10-31,2.0,7.0
87.6,45,1986-11-01,1.0,4.0
84.2,36,1986-11-02,1.667,6.0
80.8,38,1986-11-03,5.0,48.0
82.3,38,1986-11-04,4.667,39.0
81.5,36,1986-11-05,2.333,9.0
80.7,31,1986-11-06,3.333,18.0
76.9,24,1986-11-07,2.0,7.0
73.5,15,1986-11-08,0.333,2.0
71.9,10,1986-11-09,0.333,2.0
70.4,9,1986-11-10,2.333,9.0
69.9,9,1986-11-11,1.667,6.0
71.4,0,1986-11-12,1.0,4.0
76.0,14,1986-11-13,1.333,5.0
74.1,12,1986-11-14,1.333,5.0
75.1,12,1986-11-15,3.333,18.0
75.0,12,1986-11-16,1.667,6.0
73.8,12,1986-11-17,1.667,6.0
73.0,12,1986-11-18,1.333,5.0
72.6,12,1986-11-19,2.333,9.0
72.5,12,1986-11-20,1.667,6.0
74.1,11,1986-11-21,1.0,4.0
74.5,10,1986-11-22,1.0,4.0
75.8,18,1986-11-23,5.333,56.0
75.43963619744238,12,1986-11-24,6.0,80.0
75.5,0,1986-11-25,4.333,32.0
74.3,0,1986-11-26,1.0,4.0
73.6,13,1986-11-27,0.333,2.0
73.1,0,1986-11-28,1.333,5.0
72.4,8,1986-11-29,2.333,9.0
70.9,0,1986-11-30,4.333,32.0
70.7,0,1986-12-01,1.0,4.0
70.6,0,1986-12-02,2.667,12.0
70.2,0,1986-12-03,1.667,6.0
69.3,0,1986-12-04,2.667,12.0
70.0,0,1986-12-05,1.0,4.0
69.1,0,1986-12-06,1.0,4.0
69.96632549550608,0,1986-12-07,0.667,3.0
69.1,0,1986-12-08,1.333,5.0
70.8,10,1986-12-09,1.667,6.0
72.2,17,1986-12-10,3.667,22.0
73.0,20,1986-12-11,1.0,4.0
71.1,19,1986-12-12,2.333,9.0
71.5,20,1986-12-13,5.0,48.0
71.4,11,1986-12-14,1.667,6.0
70.9,0,1986-12-15,1.0,4.0
70.8,9,1986-12-16,1.667,6.0
71.7,8,1986-12-17,1.333,5.0
71.4,0,1986-12-18,2.667,12.0
70.9,0,1986-12-19,3.0,15.0
70.4,0,1986-12-20,2.333,9.0
70.5,9,1986-12-21,3.667,22.0
71.4,14,1986-12-22,2.667,12.0
70.8,14,1986-12-23,4.333,32.0
70.0,11,1986-12-24,2.0,7.0
70.0,8,1986-12-25,2.333,9.0
69.7,0,1986-12-26,3.333,18.0
69.4,0,1986-12-27,2.667,12.0
69.2,0,1986-12-28,0.333,2.0
69.2,0,1986-12-29,0.667,3.0
69.6,0,1986-12-30,2.0,7.0
69.36319643474384,9,1986-12-31,0.667,3.0
69.22141370818223,18,1987-01-01,3.333,18.0
70.5,14,1987-01-02,2.0,7.0
69.1,12,1987-01-03,1.333,5.0
69.0,11,1987-01-04,1.333,5.0
70.3,10,1987-01-05,0.667,3.0
69.3,10,1987-01-06,1.0,4.0
69.7,10,1987-01-07,2.667,12.0
68.2,0,1987-01-08,2.0,7.0
68.0,0,1987-01-09,1.0,4.0
67.4,0,1987-01-10,0.667,3.0
68.0,0,1987-01-11,2.667,12.0
69.0,0,1987-01-12,1.0,4.0
69.7,0,1987-01-13,1.667,6.0
71.1,8,1987-01-14,0.333,2.0
71.5,9,1987-01-15,3.0,15.0
70.6,0,1987-01-16,1.333,5.0
70.7,12,1987-01-17,3.667,22.0
70.6,12,1987-01-18,2.667,12.0
70.0,9,1987-01-19,2.0,7.0
71.38855983814514,9,1987-01-20,2.333,9.0
71.3,13,1987-01-21,2.667,12.0
71.6210862120929,19,1987-01-22,2.667,12.0
72.1,22,1987-01-23,3.0,15.0
71.6,13,1987-01-24,1.0,4.0
71.5,12,1987-01-25,2.333,9.0
72.6,13,1987-01-26,0.333,2.0
69.9,12,1987-01-27,1.0,4.0
70.8,19,1987-01-28,3.333,18.0
70.6,14,1987-01-29,1.333,5.0
69.9,13,1987-01-30,1.0,4.0
68.7,10,1987-01-31,1.333,5.0
69.2,0,1987-02-01,2.0,7.0
69.8,0,1987-02-02,0.333,2.0
70.0,0,1987-02-03,0.667,3.0
68.3,0,1987-02-04,0.667,3.0
67.5,0,1987-02-05,1.667,6.0
67.7,0,1987-02-06,3.0,15.0
69.1,0,1987-02-07,3.333,18.0
68.9,0,1987-02-08,2.0,7.0
69.2,0,1987-02-09,3.333,18.0
69.2,10,1987-02-10,1.0,4.0
68.5,0,1987-02-11,1.667,6.0
67.8,0,1987-02-12,1.667,6.0
67.9,0,1987-02-13,1.0,4.0
68.3,11,1987-02-14,0.333,2.0
69.4,10,1987-02-15,2.0,7.0
68.4,0,1987-02-16,1.667,6.0
68.2,0,1987-02-17,2.667,12.0
69.7,0,1987-02-18,3.0,15.0
69.5,0,1987-02-19,2.333,9.0
69.6,0,1987-02-20,3.333,18.0
70.7,10,1987-02-21,3.667,22.0
70.5,10,1987-02-22,4.333,32.0
70.5,0,1987-02-23,2.0,7.0
72.1,0,1987-02-24,3.667,22.0
73.5,10,1987-02-25,1.0,4.0
73.9,12,1987-02-26,1.0,4.0
74.0,11,1987-02-27,3.333,18.0
72.7,11,1987-02-28,3.667,22.0
72.8,15,1987-03-01,2.667,12.0
73.3,27,1987-03-02,1.333,5.0
71.6,18,1987-03-03,2.0,7.0
73.3,19,1987-03-04,2.667,12.0
73.7,28,1987-03-05,4.333,32.0
75.6,27,1987-03-06,3.333,18.0
75.4,28,1987-03-07,1.667,6.0
76.9,26,1987-03-08,2.0,7.0
73.5,17,1987-03-09,0.667,3.0
71.3,13,1987-03-10,0.0,0.0
70.5,11,1987-03-11,1.333,5.0
69.4,0,1987-03-12,4.333,32.0
69.5,0,1987-03-13,2.333,9.0
71.1,12,1987-03-14,1.667,6.0
70.5,13,1987-03-15,2.333,9.0
70.9,13,1987-03-16,3.0,15.0
71.2,26,1987-03-17,1.333,5.0
72.5,25,1987-03-18,4.0,27.0
71.5,14,1987-03-19,2.333,9.0
73.8,14,1987-03-20,1.333,5.0
74.1,18,1987-03-21,4.333,32.0
73.8,20,1987-03-22,3.667,22.0
75.5,22,1987-03-23,0.333,2.0
75.9,22,1987-03-24,1.333,5.0
75.7,19,1987-03-25,2.667,12.0
75.5,14,1987-03-26,1.0,4.0
75.4,13,1987-03-27,3.667,22.0
74.9,14,1987-03-28,0.667,3.0
75.3,15,1987-03-29,1.0,4.0
74.5,18,1987-03-30,0.333,2.0
71.9,18,1987-03-31,0.667,3.0
72.5,16,1987-04-01,1.0,4.0
71.9,14,1987-04-02,0.333,2.0
72.4,12,1987-04-03,0.333,2.0
73.9,15,1987-04-04,1.333,5.0
77.6,32,1987-04-05,2.667,12.0
89.3,55,1987-04-06,1.667,6.0
94.4,65,1987-04-07,0.667,3.0
94.7,74,1987-04-08,3.0,15.0
100.5,80,1987-04-09,1.667,6.0
100.0,89,1987-04-10,0.0,0.0
101.2,93,1987-04-11,1.667,6.0
98.6,93,1987-04-12,2.0,7.0
99.2,92,1987-04-13,3.333,18.0
97.7,89,1987-04-14,1.0,4.0
97.7,91,1987-04-15,1.333,5.0
95.3,70,1987-04-16,1.333,5.0
97.2,48,1987-04-17,0.667,3.0
94.0,42,1987-04-18,1.0,4.0
91.7,34,1987-04-19,1.333,5.0
85.7,14,1987-04-20,0.333,2.0
78.3,22,1987-04-21,0.0,0.0
76.5,30,1987-04-22,1.667,6.0
76.5,29,1987-04-23,1.0,4.0
78.6,41,1987-04-24,1.667,6.0
75.8,29,1987-04-25,1.333,5.0
74.2,24,1987-04-26,0.667,3.0
74.8,13,1987-04-27,1.667,6.0
74.3,16,1987-04-28,1.0,4.0
73.5,23,1987-04-29,1.333,5.0
76.8,35,1987-04-30,1.667,6.0
79.3,46,1987-05-01,2.667,12.0
80.2,47,1987-05-02,1.333,5.0
82.7,32,1987-05-03,0.333,2.0
84.4,27,1987-05-04,0.667,3.0
86.1,28,1987-05-05,0.667,3.0
87.8,32,1987-05-06,2.667,12.0
88.1,40,1987-05-07,1.333,5.0
89.0,30,1987-05-08,1.333,5.0
87.3,27,1987-05-09,1.0,4.0
89.4,30,1987-05-10,1.0,4.0
86.4,31,1987-05-11,2.667,12.0
85.3,27,1987-05-12,1.333,5.0
87.4,26,1987-05-13,3.0,15.0
91.1,15,1987-05-14,2.333,9.0
93.6,46,1987-05-15,0.667,3.0
98.1,59,1987-05-16,0.667,3.0
96.7,81,1987-05-17,1.333,5.0
98.4,64,1987-05-18,0.333,2.0
100.1,77,1987-05-19,1.0,4.0
99.8,55,1987-05-20,1.667,6.0
99.9,49,1987-05-21,0.333,2.0
101.0,45,1987-05-22,2.0,7.0
94.8,47,1987-05-23,3.0,15.0
98.5,45,1987-05-24,5.0,48.0
96.8,44,1987-05-25,1.0,4.0
92.3,44,1987-05-26,2.0,7.0
87.5,42,1987-05-27,2.667,12.0
85.1,25,1987-05-28,4.333,32.0
79.2,20,1987-05-29,0.333,2.0
77.9,18,1987-05-30,1.667,6.0
77.3,14,1987-05-31,2.667,12.0
77.7,16,1987-06-01,2.333,9.0
77.9,12,1987-06-02,1.0,4.0
76.4,0,1987-06-03,2.0,7.0
77.3,0,1987-06-04,1.667,6.0
76.1,11,1987-06-05,2.333,9.0
75.8,0,1987-06-06,4.0,27.0
76.0,0,1987-06-07,2.0,7.0
77.1,0,1987-06-08,1.0,4.0
76.8,0,1987-06-09,2.0,7.0
78.1,0,1987-06-10,1.0,4.0
80.7,12,1987-06-11,1.667,6.0
82.1,23,1987-06-12,2.667,12.0
82.2,15,1987-06-13,1.333,5.0
80.6,11,1987-06-14,1.667,6.0
80.4,12,1987-06-15,1.333,5.0
81.3,13,1987-06-16,2.667,12.0
81.9,15,1987-06-17,2.0,7.0
82.9,26,1987-06-18,1.667,6.0
82.4,14,1987-06-19,3.667,22.0
81.1,24,1987-06-20,3.0,15.0
82.6,31,1987-06-21,2.333,9.0
87.1,41,1987-06-22,1.0,4.0
87.5,40,1987-06-23,0.667,3.0
89.2,41,1987-06-24,3.0,15.0
86.3,41,1987-06-25,3.333,18.0
84.2,44,1987-06-26,2.667,12.0
78.9,35,1987-06-27,0.333,2.0
79.2,44,1987-06-28,2.0,7.0
76.7,27,1987-06-29,2.0,7.0
75.9,15,1987-06-30,0.333,2.0
76.0,15,1987-07-01,0.667,3.0
74.4,0,1987-07-02,1.333,5.0
73.7,0,1987-07-03,3.333,18.0
73.2,0,1987-07-04,1.333,5.0
73.4,0,1987-07-05,1.667,6.0
73.3,0,1987-07-06,1.667,6.0
74.1,10,1987-07-07,0.667,3.0
76.1,14,1987-07-08,2.333,9.0
76.3,15,1987-07-09,3.0,15.0
76.3,13,1987-07-10,1.0,4.0
75.7,0,1987-07-11,2.0,7.0
75.5,0,1987-07-12,2.333,9.0
75.1,0,1987-07-13,2.333,9.0
76.6,0,1987-07-14,1.667,6.0
78.8,15,1987-07-15,4.667,39.0
80.9,20,1987-07-16,4.0,27.0
81.5,16,1987-07-17,3.0,15.0
82.5,20,1987-07-18,2.333,9.0
85.1,27,1987-07-19,2.667,12.0
93.8,44,1987-07-20,3.667,22.0
95.6,77,1987-07-21,1.667,6.0
102.6,101,1987-07-22,2.0,7.0
115.6,118,1987-07-23,2.667,12.0
115.0,106,1987-07-24,3.0,15.0
114.9,102,1987-07-25,2.333,9.0
109.8,98,1987-07-26,0.667,3.0
105.4,89,1987-07-27,0.667,3.0
102.5,69,1987-07-28,5.333,56.0
97.3,69,1987-07-29,1.0,4.0
94.0,72,1987-07-30,3.0,15.0
91.9,73,1987-07-31,1.333,5.0
91.1,56,1987-08-01,1.333,5.0
89.7,58,1987-08-02,1.0,4.0
87.1,48,1987-08-03,1.333,5.0
84.0,41,1987-08-04,2.667,12.0
85.58521884054562,38,1987-08-05,1.667,6.0
85.2,40,1987-08-06,1.0,4.0
89.6,47,1987-08-07,0.667,3.0
93.9,56,1987-08-08,4.333,32.0
94.9,48,1987-08-09,1.0,4.0
94.0,58,1987-08-10,1.333,5.0
99.8,69,1987-08-11,2.333,9.0
100.0,60,1987-08-12,4.0,27.0
101.8,58,1987-08-13,3.333,18.0
102.4,61,1987-08-14,3.333,18.0
101.3,61,1987-08-15,4.333,32.0
102.7,68,1987-08-16,2.0,7.0
101.3,57,1987-08-17,2.0,7.0
100.4,53,1987-08-18,1.667,6.0
99.0,56,1987-08-19,2.333,9.0
101.3,63,1987-08-20,1.333,5.0
96.6,60,1987-08-21,0.333,2.0
94.4,42,1987-08-22,1.667,6.0
91.8,48,1987-08-23,2.667,12.0
89.6,43,1987-08-24,2.333,9.0
